Date,Apple Watch stand hours(hr),Exercise time(min),Flights climbed(count),Heart rate(count/min),Resting heart rate(count/min),Stand time(min),Step count(count),Walking heart rate average(count/min)
2020-08-10,16.000,82.000,8.000,88.416,59.000,121.000,11700.000,122.000
2020-08-11,16.000,30.000,3.000,68.254,58.000,66.000,3820.000,112.000
2020-08-12,13.000,86.000,,70.892,61.000,54.000,3926.000,98.500
2020-08-13,15.000,38.000,4.000,72.909,61.000,81.000,5292.000,101.000
2020-08-14,16.000,33.000,,81.705,62.000,100.000,5286.000,98.000
2020-08-15,14.000,217.000,1.000,117.777,72.000,367.000,16230.000,104.000
2020-08-16,15.000,181.000,11.000,108.199,60.000,299.000,13473.000,104.000
2020-08-17,15.000,87.000,4.000,88.773,57.000,218.000,10295.000,98.000
2020-08-18,14.000,60.000,6.306,82.490,58.000,176.000,12669.000,105.000
2020-08-19,14.000,30.000,6.000,78.456,57.000,121.000,6919.000,98.000
2020-08-20,13.000,56.000,4.000,89.292,60.000,160.000,12432.000,107.000
2020-08-21,18.000,70.000,5.000,90.162,65.000,218.000,14986.000,111.000
2020-08-22,17.000,30.000,5.000,76.382,58.000,143.000,7020.875,96.000
2020-08-23,14.000,89.000,4.000,81.714,62.000,133.000,7144.000,90.000
2020-08-24,16.000,91.000,5.000,91.827,60.000,250.000,17127.000,114.000
2020-08-25,17.000,67.000,8.000,88.333,60.000,210.000,14852.000,111.000
2020-08-26,16.000,90.000,3.806,94.574,64.000,211.000,16443.000,118.000
2020-08-27,19.000,107.000,10.000,91.985,63.500,213.000,15478.047,109.000
2020-08-28,17.000,103.000,6.000,77.508,64.000,100.000,5392.858,108.500
2020-08-29,15.000,34.000,8.000,80.362,64.000,90.000,6554.000,100.000
2020-08-30,15.000,37.000,14.000,80.257,65.000,218.000,9093.000,101.500
2020-08-31,16.000,58.000,7.000,89.324,65.000,173.000,13122.000,115.000
2020-09-01,13.000,73.000,4.000,92.390,62.000,135.000,11927.000,119.000
2020-09-02,15.000,85.000,2.000,97.721,65.000,181.000,13559.000,124.000
2020-09-03,14.000,37.000,2.000,83.145,52.000,128.000,8961.000,124.000
2020-09-04,18.000,37.000,8.000,72.871,56.000,293.000,10757.000,86.000
2020-09-05,17.000,36.000,2.000,68.678,56.000,181.000,9177.000,89.000
2020-09-06,15.000,68.000,12.000,84.583,54.000,270.000,14238.000,111.500
2020-09-07,17.000,30.000,21.000,65.467,47.000,131.000,7041.000,89.500
2020-09-08,17.000,68.000,8.000,90.992,59.000,216.000,15339.000,118.000
2020-09-09,17.000,74.000,13.000,95.418,67.000,246.000,16651.000,111.000
2020-09-10,17.000,57.000,15.000,94.289,68.000,234.000,16465.000,108.000
2020-09-11,17.000,79.000,13.420,91.950,59.000,214.000,17054.000,117.000
2020-09-12,13.000,39.000,8.000,83.920,57.000,171.000,10357.000,111.000
2020-09-13,16.000,76.000,5.000,90.324,58.000,178.000,14466.000,114.000
2020-09-14,16.000,95.000,9.000,90.305,58.000,175.000,15823.000,120.000
2020-09-15,18.000,93.000,8.000,93.243,61.000,218.000,16509.000,117.000
2020-09-16,16.000,77.000,10.000,89.668,63.000,163.000,12431.000,118.000
2020-09-17,17.000,63.000,6.000,89.151,63.000,155.000,12968.000,119.000
2020-09-18,12.000,61.000,4.000,96.029,70.000,173.000,12500.728,121.000
2020-09-19,16.000,30.000,4.000,75.588,55.000,153.000,7633.000,96.500
2020-09-20,15.000,80.000,15.000,89.994,62.000,293.000,14171.209,119.000
2020-09-21,16.000,64.000,1.000,87.139,60.000,162.000,13005.000,122.000
2020-09-22,16.000,34.000,4.000,82.914,64.000,128.000,9631.000,108.000
2020-09-23,18.000,63.000,11.000,90.958,66.000,184.000,13859.000,124.000
2020-09-24,17.000,54.000,4.000,86.338,65.000,143.000,11633.000,116.000
2020-09-25,16.000,44.000,2.000,87.848,60.000,158.000,10821.000,123.000
2020-09-26,17.000,49.000,15.000,92.836,58.000,223.000,14651.000,119.000
2020-09-27,15.000,77.000,11.000,95.137,60.000,220.000,16789.000,116.000
2020-09-28,16.000,88.000,8.000,95.545,66.000,245.000,17704.000,122.000
2020-09-29,15.000,81.000,4.000,90.661,65.000,189.000,16281.000,119.000
2020-09-30,15.000,92.000,3.000,95.371,66.000,212.000,16172.000,119.000
2020-10-01,16.000,99.000,2.000,92.136,60.000,166.000,15001.000,121.000
2020-10-02,16.000,126.000,1.000,98.552,60.000,202.000,14851.000,120.000
2020-10-03,14.000,94.000,,99.666,68.000,334.000,12967.000,116.500
2020-10-04,12.000,50.000,2.000,82.972,57.000,133.000,9342.000,110.000
2020-10-05,17.000,34.000,,65.263,51.000,104.000,5755.789,79.000
2020-10-06,16.000,30.000,2.000,63.490,53.000,103.000,6262.049,87.000
2020-10-07,17.000,30.000,2.000,70.545,61.000,126.000,7368.000,104.000
2020-10-08,17.000,30.000,6.000,72.087,60.000,97.000,6318.000,94.000
2020-10-09,16.000,30.000,,74.030,60.000,86.000,4982.000,93.000
2020-10-10,14.000,37.000,4.000,83.110,60.000,139.000,10511.000,117.000
2020-10-11,14.000,60.000,3.000,86.709,61.000,289.000,12803.000,106.000
2020-10-12,17.000,39.000,4.000,79.933,58.000,117.000,8601.544,92.500
2020-10-13,17.000,38.000,,76.824,60.000,122.000,7733.000,90.000
2020-10-14,16.000,30.000,1.000,76.061,60.000,116.000,7398.000,110.500
2020-10-15,15.000,30.000,1.000,72.326,57.000,100.000,5420.000,98.000
2020-10-16,15.000,31.000,,72.083,58.000,101.000,5516.000,92.500
2020-10-17,14.000,43.000,9.000,76.588,55.000,177.000,10548.000,105.000
2020-10-18,14.000,30.000,6.000,69.480,56.000,106.000,6677.000,81.000
2020-10-19,17.000,37.000,,69.601,56.000,114.000,8990.000,94.000
2020-10-20,16.000,34.000,2.000,74.584,56.000,125.000,8984.000,103.500
2020-10-21,16.000,41.000,3.000,67.303,56.000,98.000,7499.000,79.000
2020-10-22,12.000,34.000,2.000,74.214,55.000,84.000,7079.000,108.000
2020-10-23,15.000,31.000,1.000,67.627,55.000,99.000,5364.021,89.000
2020-10-24,15.000,31.000,7.000,79.143,56.000,148.000,7690.979,93.500
2020-10-25,15.000,31.000,5.000,63.492,52.000,81.000,4445.000,87.000
2020-10-26,15.000,56.000,,76.408,54.000,136.000,8406.000,91.000
2020-10-27,17.000,54.000,1.000,69.736,54.000,96.000,5485.000,87.000
2020-10-28,15.000,50.000,2.000,74.691,60.000,64.000,4860.000,92.500
2020-10-29,13.000,72.000,2.000,76.385,61.000,71.000,4156.000,91.000
2020-10-30,15.000,70.000,,68.190,57.000,83.000,3783.000,91.000
2020-10-31,12.000,53.000,1.000,78.866,61.000,152.000,7480.000,84.000
2020-11-01,17.000,62.000,7.000,83.044,60.000,209.000,9661.000,84.500
2020-11-02,16.000,39.000,1.000,74.712,60.000,156.000,8630.000,91.000
2020-11-03,16.000,31.000,4.000,87.410,66.000,143.000,9736.000,125.000
2020-11-04,14.000,53.000,2.000,74.078,53.000,119.000,8730.000,109.000
2020-11-05,17.000,48.000,,71.260,53.000,142.000,9140.000,94.000
2020-11-06,14.000,32.000,1.000,69.517,60.000,84.000,4885.000,92.000
2020-11-07,14.000,39.000,2.000,67.279,50.000,114.000,5812.000,79.000
2020-11-08,16.000,35.000,11.000,84.498,62.000,169.000,11830.000,106.000
2020-11-09,15.000,32.000,2.000,75.179,66.000,93.000,5907.000,89.500
2020-11-10,18.000,50.000,1.000,83.105,65.000,182.000,11786.000,111.000
2020-11-11,14.000,42.000,4.000,82.015,62.000,107.000,9308.000,110.000
2020-11-12,16.000,69.000,2.000,84.229,64.000,183.000,12308.000,109.000
2020-11-13,16.000,36.000,4.000,84.385,61.000,143.000,10239.000,113.000
2020-11-14,14.000,44.000,9.000,87.361,55.000,250.000,14276.000,109.000
2020-11-15,14.000,44.000,14.000,82.004,56.000,185.000,9580.000,107.500
2020-11-16,15.000,38.000,12.000,81.721,62.000,171.000,7608.000,84.000
2020-11-17,18.000,30.000,17.000,75.329,60.000,220.000,8669.000,100.500
2020-11-18,14.000,37.000,3.000,74.455,61.000,81.000,4647.000,100.500
2020-11-19,17.000,54.000,3.000,75.719,62.000,138.000,8287.000,89.000
2020-11-20,13.000,35.000,2.000,75.486,59.000,116.000,8701.653,79.500
2020-11-21,15.000,40.000,9.000,80.125,64.000,182.000,10066.000,110.000
2020-11-22,17.000,41.000,5.000,87.614,62.000,209.000,12137.000,112.000
2020-11-23,17.000,36.000,1.000,72.373,61.000,106.000,6827.160,102.000
2020-11-24,17.000,36.000,7.000,71.480,54.000,152.000,9413.026,84.500
2020-11-25,17.000,33.000,10.000,78.470,57.000,242.000,12105.000,89.000
2020-11-26,17.000,32.000,8.000,79.084,65.000,148.000,10644.000,88.500
2020-11-27,15.000,34.000,1.000,67.401,46.000,121.000,8302.000,105.000
2020-11-28,17.000,39.000,23.000,72.246,50.000,157.000,7695.000,90.000
2020-11-29,17.000,49.000,5.000,82.703,53.000,147.000,13303.977,111.000
2020-11-30,17.000,32.000,10.753,70.817,54.000,150.000,9179.023,84.500
2020-12-01,17.000,42.000,,72.285,59.000,127.000,8083.000,86.000
2020-12-02,15.000,30.000,1.000,68.330,57.000,66.000,4476.266,97.000
2020-12-03,17.000,37.000,4.000,68.479,57.000,94.000,5186.000,90.000
2020-12-04,17.000,50.000,4.000,68.823,55.000,58.000,4426.000,75.000
2020-12-05,15.000,30.000,,69.603,54.000,145.000,8742.000,89.000
2020-12-06,18.000,30.000,25.000,77.259,59.000,165.000,10958.000,72.500
2020-12-07,13.000,39.000,,76.728,57.000,74.000,5018.000,93.000
2020-12-08,17.000,35.000,6.000,73.674,56.000,103.000,6061.000,87.500
2020-12-09,18.000,30.000,18.000,79.224,67.000,106.000,6436.000,113.000
2020-12-10,16.000,31.000,3.000,70.894,57.000,95.000,5523.000,82.000
2020-12-11,16.000,36.000,2.000,79.050,63.000,109.000,7051.000,104.500
2020-12-12,18.000,33.000,17.948,77.859,57.000,216.000,10718.000,98.000
2020-12-13,18.000,35.000,17.000,77.537,61.000,186.000,11468.000,102.000
2020-12-14,16.000,38.000,10.000,74.067,59.000,107.000,6055.000,92.000
2020-12-15,15.000,56.000,5.000,73.450,58.000,128.000,6918.000,95.000
2020-12-16,14.000,35.000,19.000,76.098,64.000,95.000,7247.491,99.000
2020-12-17,16.000,85.000,1.000,74.722,62.000,129.000,4699.509,98.000
2020-12-18,17.000,58.000,2.000,75.489,62.000,100.000,5833.000,109.000
2020-12-19,17.000,41.000,8.000,82.596,67.000,320.000,17893.000,99.000
2020-12-20,14.000,39.000,3.000,80.097,64.000,135.000,7831.000,102.000
2020-12-21,12.000,56.000,,73.962,64.000,67.000,2702.000,89.000
2020-12-22,14.000,31.000,2.000,75.735,60.000,108.000,5935.000,110.000
2020-12-23,17.000,32.000,,75.962,57.000,134.000,6085.000,90.000
2020-12-24,14.000,31.000,,81.596,63.000,100.000,6076.000,92.500
2020-12-25,16.000,34.000,2.000,80.951,60.000,157.000,7312.000,92.000
2020-12-26,14.000,42.000,4.000,89.060,64.000,162.000,8168.000,112.000
2020-12-27,12.000,77.000,3.000,87.245,62.000,79.000,5102.611,98.000
2020-12-28,17.000,51.000,,103.163,66.000,363.000,16735.000,122.000
2020-12-29,17.000,51.000,,84.086,57.000,249.000,10975.000,88.000
2020-12-30,15.000,48.000,,90.402,58.000,350.000,15008.000,101.500
2020-12-31,16.000,50.000,1.000,75.710,53.000,131.000,7087.000,94.000
2021-01-01,17.000,76.000,,85.211,52.000,204.000,9070.000,103.000
2021-01-02,14.000,30.000,,74.521,54.000,111.000,6488.000,96.000
2021-01-03,14.000,39.000,1.000,79.610,53.000,154.000,10595.000,110.000
2021-01-04,15.000,30.000,,70.797,55.000,71.000,4082.000,85.000
2021-01-05,17.000,38.000,,80.698,52.000,120.000,6663.000,88.500
2021-01-06,14.000,33.000,,66.885,55.000,94.000,5852.000,93.000
2021-01-07,14.000,32.000,,73.718,56.000,96.000,4701.000,93.000
2021-01-08,15.000,31.000,,69.720,55.000,90.000,4269.000,95.000
2021-01-09,17.000,30.000,,66.960,54.000,79.000,3691.000,91.000
2021-01-10,14.000,69.000,,85.607,54.000,211.000,9517.000,110.000
2021-01-11,16.000,30.000,,70.798,56.000,91.000,6878.000,111.000
2021-01-12,14.000,31.000,,76.716,56.000,120.000,7434.000,117.000
2021-01-13,15.000,31.000,,70.090,55.000,71.000,3358.000,100.000
2021-01-14,16.000,30.000,,75.014,54.000,130.000,7305.000,119.000
2021-01-15,14.000,47.000,,69.423,57.000,68.000,3694.000,95.000
2021-01-16,18.000,40.000,,68.606,55.000,87.000,5347.000,77.500
2021-01-17,16.000,33.000,,79.226,54.000,150.000,8158.000,115.000
2021-01-18,17.000,30.000,,74.860,56.000,111.000,4860.000,88.500
2021-01-19,16.000,31.000,,74.057,57.000,115.000,8732.000,107.000
2021-01-20,14.000,30.000,,71.784,55.000,116.000,6474.000,84.000
2021-01-21,17.000,30.000,,70.720,52.000,146.000,8476.000,116.000
2021-01-22,15.000,31.000,1.000,73.945,55.000,110.000,5757.000,106.000
2021-01-23,15.000,63.000,15.000,87.150,61.000,110.000,5339.740,85.500
2021-01-24,17.000,60.000,6.000,65.851,50.000,137.000,7218.000,90.000
2021-01-25,17.000,63.000,3.000,71.782,53.000,92.000,5009.000,96.500
2021-01-26,16.000,30.000,3.000,73.121,61.000,131.000,5496.000,110.000
2021-01-27,12.000,33.000,1.000,75.961,62.000,43.000,3194.000,85.500
2021-01-28,17.000,30.000,2.000,74.374,61.000,104.000,5722.000,107.000
2021-01-29,13.000,52.000,,73.724,58.000,45.000,3179.000,93.000
2021-01-30,12.000,30.000,4.000,79.141,65.000,123.000,6687.000,101.000
2021-01-31,18.000,30.000,6.000,74.526,61.000,125.000,6998.000,99.000
2021-02-01,17.000,32.000,1.000,79.942,65.000,120.000,7928.000,98.000
2021-02-02,17.000,42.000,6.000,81.122,65.000,140.000,7684.000,97.500
2021-02-03,14.000,30.000,2.000,78.749,66.000,70.000,4618.000,102.000
2021-02-04,14.000,46.000,,78.922,66.000,87.000,4968.000,124.000
2021-02-05,16.000,42.000,,80.016,64.000,96.000,5348.000,115.000
2021-02-06,14.000,33.000,4.000,83.707,67.000,125.000,5976.000,101.000
2021-02-07,14.000,59.000,10.000,83.958,62.000,145.000,8472.000,100.500
2021-02-08,18.000,30.000,4.000,71.527,60.000,89.000,5374.000,103.000
2021-02-09,19.000,44.000,6.000,78.469,58.000,132.000,9266.000,98.500
2021-02-10,16.000,35.000,4.000,90.677,70.000,180.000,10553.000,107.000
2021-02-11,17.000,30.000,,81.945,66.000,101.000,5992.000,94.500
2021-02-12,16.000,34.000,3.000,88.990,69.000,117.000,8563.000,109.500
2021-02-13,17.000,47.000,5.000,85.061,68.000,179.000,11834.804,100.000
2021-02-14,15.000,114.000,4.393,89.418,67.000,138.000,7904.000,98.000
2021-02-15,16.000,30.000,2.000,80.488,69.000,95.000,4703.000,111.500
2021-02-16,14.000,46.000,4.000,86.481,67.000,114.000,5875.000,94.000
2021-02-17,16.000,35.000,1.000,84.111,64.000,131.000,7565.000,101.000
2021-02-18,17.000,33.000,2.000,83.862,68.000,105.000,7236.000,107.000
2021-02-19,16.000,32.000,2.000,81.999,64.000,111.000,6847.000,101.000
2021-02-20,16.000,39.000,4.000,88.826,67.000,182.000,12809.000,104.000
2021-02-21,13.000,60.000,6.000,91.299,67.000,245.000,11838.000,98.000
2021-02-22,18.000,45.000,14.000,79.721,66.000,136.000,8065.000,103.000
2021-02-23,17.000,45.000,3.000,79.371,62.000,67.200,4176.000,101.000
2021-02-24,16.000,30.000,5.000,74.688,59.000,94.000,5545.000,107.500
2021-02-25,13.000,34.000,,84.077,66.000,110.000,7227.000,98.000
2021-02-26,16.000,34.000,,75.803,63.000,83.000,4549.000,104.000
2021-02-27,17.000,30.000,7.000,89.892,65.000,247.000,12526.000,121.000
2021-02-28,17.000,36.000,6.000,82.080,63.000,130.000,7813.000,96.500
2021-03-01,17.000,34.000,1.000,85.307,61.000,144.000,8278.000,100.000
2021-03-02,15.000,43.000,3.000,83.225,65.000,135.000,7783.000,106.000
2021-03-03,14.000,45.000,4.000,81.126,62.000,97.000,6817.000,101.000
2021-03-04,17.000,40.000,,72.551,62.000,64.000,3676.000,95.000
2021-03-05,15.000,30.000,,73.438,62.000,66.000,3445.000,96.000
2021-03-06,18.000,53.000,7.000,75.487,58.000,154.000,8091.000,96.000
2021-03-07,14.000,49.000,6.000,83.301,63.000,146.000,6759.000,102.000
2021-03-08,15.000,33.000,1.000,79.614,62.000,94.000,7380.208,96.000
2021-03-09,17.000,35.000,4.000,78.200,59.000,115.000,8818.000,120.000
2021-03-10,17.000,34.000,3.000,85.978,66.000,100.000,7678.000,123.000
2021-03-11,12.000,33.000,,78.011,65.000,48.000,3246.000,94.000
2021-03-12,17.000,42.000,1.000,84.992,63.000,115.000,8401.000,120.000
2021-03-13,14.000,44.000,1.000,93.241,64.000,166.000,11602.000,128.000
2021-03-14,16.000,41.000,7.000,85.390,62.000,182.000,12032.000,119.000
2021-03-15,14.000,43.000,3.000,79.117,56.000,98.000,7881.000,93.500
2021-03-16,17.000,47.000,11.000,91.428,60.000,155.000,11752.000,122.000
2021-03-17,16.000,30.000,2.000,76.094,62.000,78.000,5022.000,99.000
2021-03-18,15.000,36.000,1.000,73.210,61.000,83.000,4767.062,100.000
2021-03-19,13.000,30.000,,72.322,58.000,60.000,3746.000,97.500
2021-03-20,15.000,32.000,3.000,77.095,58.000,74.000,4920.000,99.000
2021-03-21,13.000,38.000,12.591,88.791,59.000,145.000,11165.000,116.000
2021-03-22,14.000,33.000,10.000,88.983,64.000,168.000,11929.474,117.000
2021-03-23,18.000,30.000,2.000,81.115,60.000,125.000,10774.000,106.000
2021-03-24,15.000,31.000,3.000,88.346,64.000,99.000,7670.000,129.000
2021-03-25,14.000,38.000,,83.250,62.000,87.000,8123.000,122.000
2021-03-26,17.000,38.000,9.584,84.547,60.000,142.000,11141.000,127.000
2021-03-27,14.000,43.000,12.000,98.402,62.000,211.000,12256.000,126.000
2021-03-28,15.000,43.000,4.000,72.522,57.000,147.000,9632.000,112.500
2021-03-29,16.000,33.000,6.000,86.330,60.000,102.000,7908.000,130.000
2021-03-30,17.000,42.000,5.000,85.412,63.000,126.000,10944.000,113.000
2021-03-31,17.000,62.000,2.000,89.869,64.000,140.000,11537.000,125.000
2021-04-01,15.000,70.000,4.000,90.857,62.000,166.000,11673.000,136.000
2021-04-02,17.000,37.000,5.000,84.115,61.000,153.000,10054.000,130.000
2021-04-03,16.000,30.000,2.000,72.320,58.000,118.000,7728.000,82.000
2021-04-04,16.000,30.000,11.000,78.567,57.000,168.000,9446.000,115.000
2021-04-05,15.000,35.000,5.000,80.979,55.000,101.000,8591.000,133.000
2021-04-06,17.000,71.000,3.000,82.213,58.000,153.000,10517.000,114.000
2021-04-07,17.000,94.000,4.000,92.269,61.000,173.000,11272.000,125.000
2021-04-08,16.000,36.000,,81.330,57.000,118.000,9791.000,114.000
2021-04-09,16.000,37.000,,82.698,58.000,104.000,8364.000,126.000
2021-04-10,16.000,47.000,7.000,85.541,57.000,175.000,12400.000,128.000
2021-04-11,14.000,35.000,5.000,85.369,56.000,186.000,12121.000,122.000
2021-04-12,17.000,40.000,1.000,75.182,56.000,141.000,10512.000,130.000
2021-04-13,16.000,31.000,1.000,71.318,53.000,112.000,7399.000,82.000
2021-04-14,16.000,62.000,3.000,68.823,57.000,77.000,4531.000,93.000
2021-04-15,16.000,32.000,,80.918,67.000,67.000,3582.000,98.000
2021-04-16,16.000,45.000,6.000,78.299,60.000,156.000,7790.000,95.000
2021-04-17,14.000,31.000,6.000,77.120,58.000,141.000,7853.000,91.000
2021-04-18,16.000,40.000,5.000,81.196,60.000,157.000,10134.000,88.500
2021-04-19,16.000,31.000,7.000,72.317,56.000,91.000,6951.000,94.000
2021-04-20,15.000,36.000,5.000,71.316,56.000,67.000,5302.000,98.500
2021-04-21,17.000,52.000,3.000,77.458,53.000,122.000,10037.000,96.000
2021-04-22,17.000,50.000,2.000,82.994,58.000,152.000,11072.000,102.000
2021-04-23,18.000,56.000,2.000,81.697,56.000,136.000,10094.000,108.000
2021-04-24,14.000,49.000,6.000,85.718,65.000,174.000,10931.000,94.500
2021-04-25,16.000,51.000,4.000,83.710,60.000,176.000,8613.000,91.000
2021-04-26,16.000,35.000,5.000,71.187,51.000,111.000,7005.000,92.000
2021-04-27,19.000,43.000,10.000,81.193,62.000,201.000,11953.163,101.500
2021-04-28,16.000,39.000,1.000,73.368,59.000,146.000,7626.000,96.000
2021-04-29,17.000,30.000,6.000,73.391,56.000,121.000,8160.000,89.000
2021-04-30,14.000,36.000,4.000,81.933,61.000,125.000,8384.000,92.000
2021-05-01,17.000,48.000,6.000,85.087,55.000,192.000,11284.000,107.500
2021-05-02,16.000,30.000,14.987,75.922,64.000,188.000,8946.000,93.000
2021-05-03,17.000,82.000,11.000,87.925,57.000,152.000,12296.000,101.500
2021-05-04,16.000,73.000,1.000,84.010,60.000,132.000,9028.000,87.000
2021-05-05,17.000,66.000,5.000,85.569,60.000,142.000,9471.000,97.000
2021-05-06,17.000,62.000,5.000,86.764,59.000,134.000,10073.000,99.000
2021-05-07,15.000,77.000,5.000,82.032,57.000,155.000,9848.000,94.500
2021-05-08,16.000,40.000,10.000,83.522,61.000,203.000,10887.000,97.000
2021-05-09,18.000,30.000,8.000,75.927,54.000,168.000,10103.000,97.000
2021-05-10,15.000,61.000,1.000,81.151,57.000,148.000,10219.000,90.500
2021-05-11,16.000,57.000,5.000,82.912,63.000,161.000,10629.000,101.000
2021-05-12,16.000,43.000,3.000,71.653,56.000,67.000,4147.000,96.000
2021-05-13,15.000,32.000,1.000,86.891,60.000,158.000,11419.000,107.000
2021-05-14,16.000,54.000,1.000,86.478,59.000,122.000,7949.000,109.000
2021-05-15,15.000,38.000,5.000,75.165,58.000,112.000,6157.332,102.000
2021-05-16,16.000,48.000,5.000,71.713,59.000,155.000,7650.866,100.500
2021-05-17,16.000,30.000,1.000,64.677,53.000,75.000,4187.000,88.000
2021-05-18,17.000,31.000,4.000,77.363,55.000,106.000,5564.000,95.000
2021-05-19,15.000,36.000,4.000,83.383,59.000,163.000,9020.000,98.500
2021-05-20,16.000,37.000,1.000,79.491,57.000,154.000,8048.000,97.500
2021-05-21,15.000,34.000,2.000,76.426,57.000,85.000,5741.000,91.500
2021-05-22,18.000,45.000,10.000,82.512,59.000,204.000,10763.000,95.000
2021-05-23,15.000,40.000,8.000,88.697,62.000,272.000,12460.000,99.000
2021-05-24,17.000,79.000,8.000,87.426,55.000,212.000,10496.000,97.500
2021-05-25,18.000,49.000,2.000,82.506,58.000,172.000,9648.000,102.000
2021-05-26,17.000,71.000,15.000,83.537,56.000,215.000,10676.000,102.000
2021-05-27,16.000,43.000,5.000,78.922,57.000,150.000,7901.000,91.500
2021-05-28,17.000,66.000,11.000,85.056,58.000,161.000,8993.000,102.500
2021-05-29,12.000,48.000,3.000,78.831,55.000,104.000,5669.000,89.000
2021-05-30,17.000,31.000,13.000,68.313,52.000,189.000,8470.000,93.000
2021-05-31,16.000,66.000,9.000,83.469,58.000,223.000,10785.000,99.000
2021-06-01,15.000,62.000,6.000,86.517,56.000,145.000,11410.000,128.000
2021-06-02,14.000,70.000,1.000,86.916,59.000,133.000,11269.000,115.000
2021-06-03,15.000,53.000,2.000,83.311,59.000,143.000,9666.000,107.000
2021-06-04,16.000,63.000,2.000,93.645,62.000,152.000,11135.000,136.000
2021-06-05,13.000,36.000,3.000,79.010,56.000,146.000,7231.000,104.000
2021-06-06,16.000,34.000,9.000,78.177,60.000,183.000,8231.000,101.000
2021-06-07,17.000,30.000,2.000,70.308,52.000,122.000,5370.000,93.000
2021-06-08,16.000,43.000,7.000,85.758,63.000,155.000,9341.000,107.000
2021-06-09,14.000,39.000,3.000,86.649,60.000,123.000,7608.000,100.500
2021-06-10,17.000,30.000,,71.803,58.000,105.000,4559.000,99.000
2021-06-11,17.000,48.000,5.000,81.286,61.000,125.000,6361.000,106.000
2021-06-12,15.000,31.000,9.000,86.139,71.000,146.000,6928.000,112.000
2021-06-13,17.000,30.000,10.000,83.475,66.000,136.000,6792.000,106.500
2021-06-14,14.000,30.000,2.000,69.709,57.000,78.000,4019.000,115.000
2021-06-15,15.000,30.000,2.000,70.011,56.000,83.000,4976.000,114.000
2021-06-16,14.000,30.000,1.000,75.784,58.000,85.000,4750.000,98.000
2021-06-17,16.000,60.000,2.000,81.902,58.000,148.000,5681.009,111.000
2021-06-18,15.000,36.000,1.000,70.161,60.000,79.000,5094.991,94.000
2021-06-19,16.000,37.000,3.000,79.728,56.000,144.000,9704.000,114.000
2021-06-20,14.000,57.000,6.000,97.914,55.000,219.000,12393.000,119.000
2021-06-21,16.000,40.000,1.000,68.570,59.000,81.000,4570.000,90.000
2021-06-22,18.000,33.000,4.000,80.483,56.000,128.000,9117.000,117.000
2021-06-23,17.000,30.000,3.000,91.596,67.000,120.000,6799.000,107.000
2021-06-24,16.000,30.000,3.000,74.598,60.000,144.000,7541.000,102.000
2021-06-25,17.000,30.000,,73.047,57.000,83.000,4863.000,91.500
2021-06-26,16.000,44.000,14.000,81.885,53.000,190.000,11710.000,118.000
2021-06-27,18.000,51.000,21.000,89.077,61.000,405.000,18007.000,110.000
2021-06-28,15.000,33.000,7.000,72.432,58.000,211.000,9499.000,89.000
2021-06-29,17.000,44.000,6.000,82.102,57.000,191.000,10313.000,114.000
2021-06-30,14.000,42.000,5.000,80.572,56.000,124.000,8980.000,117.000
2021-07-01,18.000,48.000,12.000,80.836,54.000,140.000,9407.414,122.500
2021-07-02,17.000,31.000,9.000,69.967,54.000,139.000,7718.000,96.000
2021-07-03,16.000,30.000,5.000,82.016,58.000,211.000,10296.936,102.000
2021-07-04,16.000,37.000,13.605,89.178,61.000,344.000,13943.000,111.500
